Sat Feb 10 04:07:42 2024    profile_result.prof

         475501 function calls (461770 primitive calls) in 1.836 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\utils.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Python311\Lib\site-packages\ipykernel\inprocess\client.py:131(history)
       11    0.000    0.000    0.006    0.001 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:972(__init__)
       11    0.002    0.000    0.006    0.001 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:999(setup_class)
    13857    0.006    0.000    0.006    0.000 C:\Python311\Lib\re\_parser.py:231(__next)
        9    0.000    0.000    0.006    0.001 C:\Python311\Lib\argparse.py:285(format_help)
     27/9    0.000    0.000    0.006    0.001 C:\Python311\Lib\argparse.py:212(format_help)
      160    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     27/9    0.000    0.000    0.006    0.001 C:\Python311\Lib\argparse.py:217(<listcomp>)
       88    0.004    0.000    0.006    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\flowWidgets.py:85(doLayout)
        1    0.000    0.000    0.005    0.005 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\util.py:259(__new__)
        1    0.000    0.000    0.005    0.005 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:2755(init_prefilter)
      145    0.005    0.000    0.005    0.000 {built-in method addLayout}
      4/3    0.000    0.000    0.005    0.002 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\decorator.py:229(fun)
      145    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.005    0.005 C:\Python311\Lib\site-packages\IPython\core\prefilter.py:120(__init__)
        1    0.005    0.005    0.005    0.005 {built-in method setHeaderHidden}
        1    0.000    0.000    0.005    0.005 C:\Python311\Lib\site-packages\setuptools\_distutils\config.py:1(<module>)
       53    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.005    0.005 C:\Python311\Lib\email\headerregistry.py:1(<module>)
    43/10    0.000    0.000    0.005    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4409(streamline)
        1    0.001    0.001    0.005    0.005 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Nbt.py:6(__init__)
       79    0.000    0.000    0.005    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\flowWidgets.py:67(heightForWidth)
        9    0.000    0.000    0.005    0.001 C:\Python311\Lib\site-packages\IPython\core\magic_arguments.py:140(__init__)
        1    0.000    0.000    0.005    0.005 C:\Python311\Lib\site-packages\ipykernel\kernelbase.py:1(<module>)
        9    0.000    0.000    0.005    0.001 C:\Python311\Lib\argparse.py:1730(__init__)
      459    0.005    0.000    0.005    0.000 {built-in method builtins.eval}
       45    0.000    0.000    0.005    0.000 C:\Python311\Lib\argparse.py:506(_format_action)
      186    0.002    0.000    0.005    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\tooltip.py:271(__init__)
       11    0.000    0.000    0.005    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5392(__init__)
     45/6    0.000    0.000    0.005    0.001 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4092(streamline)
        1    0.000    0.000    0.005    0.005 C:\Python311\Lib\site-packages\setuptools\_distutils\dist.py:1(<module>)
      230    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
    93/70    0.000    0.000    0.004    0.000 C:\Python311\Lib\typing.py:477(__getitem__)
       17    0.000    0.000    0.004    0.000 C:\Python311\Lib\site-packages\IPython\core\magic.py:554(__init__)
     32/9    0.000    0.000    0.004    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4379(leave_whitespace)
     2209    0.004    0.000    0.004    0.000 C:\Python311\Lib\ntpath.py:150(splitdrive)
    48/38    0.000    0.000    0.004    0.000 C:\Python311\Lib\site-packages\pygments\lexer.py:436(_process_new_state)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\ipykernel\iostream.py:84(_setup_event_pipe)
       36    0.002    0.000    0.004    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\util.py:182(_collapse_string_to_ranges)
  652/241    0.000    0.000    0.004    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1857(name)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\helpers.py:1(<module>)
      122    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
     5495    0.003    0.000    0.004    0.000 C:\Python311\Lib\re\_parser.py:247(match)
      163    0.001    0.000    0.004    0.000 C:\Python311\Lib\typing.py:1336(__init__)
     1693    0.002    0.000    0.004    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\config\loader.py:310(_has_section)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\configparser.py:1(<module>)
        1    0.001    0.001    0.004    0.004 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Output.py:6(__init__)
        1    0.001    0.001    0.004    0.004 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Viewer.py:680(ChoosePickerInit)
      444    0.001    0.000    0.004    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:499(copy)
  598/194    0.001    0.000    0.004    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1832(default_name)
       70    0.000    0.000    0.004    0.000 C:\Python311\Lib\typing.py:652(Union)
      115    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
       45    0.000    0.000    0.004    0.000 C:\Python311\Lib\site-packages\IPython\core\magic_arguments.py:260(add_to_parser)
        1    0.000    0.000    0.004    0.004 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\startPanel.py:11(__init__)
       18    0.000    0.000    0.004    0.000 C:\Python311\Lib\gettext.py:604(gettext)
       18    0.000    0.000    0.004    0.000 C:\Python311\Lib\gettext.py:566(dgettext)
       18    0.000    0.000    0.004    0.000 C:\Python311\Lib\gettext.py:507(translation)
       45    0.000    0.000    0.004    0.000 C:\Python311\Lib\argparse.py:1412(add_argument)
     2327    0.001    0.000    0.004    0.000 C:\Python311\Lib\abc.py:117(__instancecheck__)
     9321    0.003    0.000    0.004    0.000 C:\Python311\Lib\re\_parser.py:162(__getitem__)
       18    0.000    0.000    0.004    0.000 C:\Python311\Lib\gettext.py:467(find)
      115    0.004    0.000    0.004    0.000 {built-in method io.open_code}
        2    0.000    0.000    0.004    0.002 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\zmq\sugar\context.py:335(socket)
      396    0.001    0.000    0.004    0.000 C:\Python311\Lib\inspect.py:2248(p)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:2234(init_completer)
 1322/278    0.003    0.000    0.004    0.000 C:\Python311\Lib\re\_parser.py:172(getwidth)
        2    0.004    0.002    0.004    0.002 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\zmq\sugar\socket.py:131(__init__)
        1    0.001    0.001    0.004    0.004 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\startPanel.py:38(uiInit)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\qtconsole\history_console_widget.py:26(__init__)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\qtconsole\console_widget.py:226(__init__)
       45    0.000    0.000    0.004    0.000 C:\Python311\Lib\argparse.py:645(_split_lines)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\email\_header_value_parser.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\qtconsole\frontend_widget.py:26(__init__)
        1    0.000    0.000    0.004    0.004 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py:1(<module>)
        2    0.000    0.000    0.003    0.002 C:\Python311\Lib\site-packages\IPython\core\history.py:54(only_when_enabled)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\ipykernel\kernelbase.py:719(history_request)
      444    0.002    0.000    0.003    0.000 C:\Python311\Lib\copy.py:66(copy)
       58    0.000    0.000    0.003    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:1329(__init__)
   122/61    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3722(copy)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\IPython\core\history.py:567(new_session)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\setuptools\_distutils\cmd.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\platform\asyncio.py:333(initialize)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\setuptools\_reqs.py:1(<module>)
     2327    0.001    0.000    0.003    0.000 {built-in method _abc._abc_instancecheck}
      160    0.000    0.000    0.003    0.000 C:\Python311\Lib\re\_parser.py:94(closegroup)
      124    0.001    0.000    0.003    0.000 C:\Python311\Lib\site-packages\qtpy\_utils.py:73(add_action)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\ipykernel\zmqshell.py:1(<module>)
    148/3    0.001    0.000    0.003    0.001 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:776(_parseNoCache)
       45    0.000    0.000    0.003    0.000 C:\Python311\Lib\textwrap.py:373(wrap)
        1    0.001    0.001    0.003    0.003 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Setting.py:9(__init__)
     22/3    0.000    0.000    0.003    0.001 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3861(parseImpl)
     58/9    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3635(leave_whitespace)
       11    0.001    0.000    0.003    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:977(setup_class)
        8    0.000    0.000    0.003    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:752(send)
       45    0.000    0.000    0.003    0.000 C:\Python311\Lib\textwrap.py:347(wrap)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\queues.py:1(<module>)
        2    0.000    0.000    0.003    0.002 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5684(srange)
        1    0.001    0.001    0.003    0.003 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\NbtFile.py:7(__init__)
        1    0.003    0.003    0.003    0.003 {built-in method setMarginWidth}
        6    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\pygments\styles\__init__.py:68(get_style_by_name)
      230    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:392(cached)
        3    0.001    0.000    0.003    0.001 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Output.py:115(OutPut_Send)
 1762/344    0.000    0.000    0.003    0.000 C:\Python311\Lib\abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\configparser.py:569(RawConfigParser)
24662/23226    0.002    0.000    0.003    0.000 {built-in method builtins.len}
8239/8238    0.002    0.000    0.003    0.000 {built-in method builtins.getattr}
       54    0.000    0.000    0.003    0.000 C:\Python311\Lib\argparse.py:2576(_get_formatter)
 1762/344    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\IPython\core\prefilter.py:159(init_checkers)
      115    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
   122/61    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3724(<listcomp>)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\setuptools\version.py:1(<module>)
        4    0.003    0.001    0.003    0.001 {method '__exit__' of 'sqlite3.Connection' objects}
      392    0.003    0.000    0.003    0.000 {method 'SetInputConnection' of 'vtkmodules.vtkCommonExecutionModel.vtkAlgorithm' objects}
       54    0.000    0.000    0.003    0.000 C:\Python311\Lib\argparse.py:164(__init__)
        1    0.000    0.000    0.003    0.003 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Viewer.py:1397(bottomWidgetInit)
   498/87    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1862(__str__)
        4    0.000    0.000    0.003    0.001 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:1018(deserialize)
       10    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2678(__init__)
      115    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.003    0.000 C:\Python311\Lib\site-packages\IPython\core\prefilter.py:374(__init__)
        1    0.000    0.000    0.003    0.003 C:\Python311\Lib\site-packages\pkg_resources\__init__.py:473(get_distribution)
        6    0.000    0.000    0.003    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\viewButtonWidget.py:49(_update_)
    36428    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.002    0.002 C:\Python311\Lib\site-packages\qtconsole\pygments_highlighter.py:117(__init__)
        1    0.000    0.000    0.002    0.002 C:\Python311\Lib\site-packages\pygments\formatters\html.py:412(__init__)
        1    0.000    0.000    0.002    0.002 C:\Python311\Lib\site-packages\win32mica\__init__.py:40(ApplyMica)
      505    0.001    0.000    0.002    0.000 C:\Python311\Lib\inspect.py:2676(__init__)
       93    0.000    0.000    0.002    0.000 C:\Python311\Lib\genericpath.py:16(exists)
        4    0.000    0.000    0.002    0.001 C:\Python311\Lib\site-packages\ipykernel\kernelbase.py:529(_publish_status)
        3    0.000    0.000    0.002    0.001 C:\Python311\Lib\site-packages\qtconsole\jupyter_widget.py:449(set_default_style)
        1    0.001    0.001    0.002    0.002 c:\Users\Administrator\Desktop\Structural_simulator-master\main.py:1206(makeStatus)
       79    0.000    0.000    0.002    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1352(__add__)
        1    0.000    0.000    0.002    0.002 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\platform\asyncio.py:93(initialize)
        1    0.000    0.000    0.002    0.002 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\flowWidgets.py:551(__init__)
        1    0.000    0.000    0.002    0.002 C:\Python311\Lib\site-packages\pkg_resources\__init__.py:3145(parse)
